em_ortsbezüge,em_ortsbezüge_wikidata,wikidata_id,coordinate_location_wikidata,coord_lat,coord_lon
Straubing (bei),Straubing,Q7027,"48.87722222222222,12.575833333333334",48.87722222222222,12.575833333333334
Stromberg im Thale (Rheinland),Stromberg,Q628290,"49.946944444444,7.7794444444444",49.946944444444,7.7794444444444
Strümpfelbrunn (Odenwald),Strümpfelbrunn,Q19912720,"49.46419444,9.07816667",49.46419444,9.07816667
Stuttgart,Stuttgart,Q1022,"48.7775,9.18",48.7775,9.18
Stuttgart [...],Stuttgart,Q1022,"48.7775,9.18",48.7775,9.18
"Stuttgart, Königliches Naturalienkabinet",Stuttgart,Q1022,"48.7775,9.18",48.7775,9.18
Süd- Ostasien,Southeast Asia,Q11708,"12,105.1",12,105.1
Süd- und Südostasien,Southeast Asia,Q11708,"12,105.1",12,105.1
Süd-Brasilien,South Region,Q1060042,"-27.633333333333333,-52.36666666666667",-27.633333333333333,-52.36666666666667
Süd-Grönland,South Greenland,Q7567388,"61,-45",61,-45
Süd-Indien,South India,Q542146,"13,77",13,77
Süd-Kamerun,South,Q857122,"2.9194444444444,11.151666666667",2.9194444444444,11.151666666667
Süd-Peru,South Peru,Q2145402,"-18.055555555555557,-70.24833333333333",-18.055555555555557,-70.24833333333333
Südafrika,South Africa,Q258,"-29,24",-29,24
Südafrika (Kubub),Kalkrand,Q1667503,"-24.066667,17.583333",-24.066667,17.583333
Südafrika (Namaland),Namaland,Q1964139,,,
Südafrika (Natal),Natal Province,Q917867,"-29,30",-29,30
Südafrika (New Rhodesia),Rhodesia,Q217169,"-20.5,28.583333333333332",-20.5,28.583333333333332
Südafrika (Victoria-Falls),Victoria Falls,Q43278,"-17.924777777778,25.858055555556",-17.924777777778,25.858055555556
Südafrika [...],South Africa,Q258,"-29,24",-29,24
Südafrikanische Republik (Transvaal),Transvaal Province,Q190959,"-25,30",-25,30
Sudan,Sudan,Q1049,"15,32",15,32
"Sudan, Kamerun, Loango","Loango, Republic of Congo",Q48989691,"-4.656111111111111,11.811388888888889",-4.656111111111111,11.811388888888889
Südbrasilien,Brazil,Q155,"-14,-53",-14,-53
Südende (bei Berlin),Südende,Q102043635,,,
südliches Afrika,Southern Africa,Q27394,"-25.879105555556,23.097577777778",-25.879105555556,23.097577777778
Südost-Ecuador,Ecuador,Q736,"-1,-78",-1,-78
Südost-Kamerun,Kamerun,Q668294,"4.0369,9.6858",4.0369,9.6858
Südost-Venezuela,Venezuela,Q717,"8,-67",8,-67
Südrussland,South European Russia,Q14324291,"45.4,43",45.4,43
Südsee,South Seas,Q351668,"-20.84,165.85",-20.84,165.85
Südwestafrika,South-West Africa,Q953068,"-23,17",-23,17
Sultanabad,Arak,Q212628,"34.095,49.698055555555555",34.095,49.698055555555555
Sulu-Archipel (Philippinen),Sulu Archipelago,Q1061195,"6,121",6,121
Sumatra,Sumatra,Q3492,"-0.298888888888889,101.270830555556",-0.298888888888889,101.270830555556
Sumatra (?),Sumatra,Q3492,"-0.298888888888889,101.270830555556",-0.298888888888889,101.270830555556
Sumatra (Batak),Batak,Q1998595,,,
"Sumatra, Java",Sumatra,Q3492,"-0.298888888888889,101.270830555556",-0.298888888888889,101.270830555556
Sunda-Inseln,Sunda Islands,Q154190,"-2,110",-2,110
Surinam,Suriname,Q730,"4,-56",4,-56
Suriname,Suriname,Q730,"4,-56",4,-56
Sutherlands,Sutherlands,Q7650012,"-34.15,139.217",-34.15,139.217
Swat (Panjâb),Swat District,Q389161,"34.782777777778,72.361944444444",34.782777777778,72.361944444444
,,,"35.2416,72.49933",35.2416,72.49933
Swat-Gebiet (Nordwest-Indien),Swat District,Q389161,"34.782777777778,72.361944444444",34.782777777778,72.361944444444
,,,"35.2416,72.49933",35.2416,72.49933
Swinemünde,Świnoujście,Q41599,"53.91027777777778,14.246944444444445",53.91027777777778,14.246944444444445
Sydney,Sydney,Q3130,"-33.867777777777775,151.21",-33.867777777777775,151.21
Sydney (Australien),Sydney,Q3130,"-33.867777777777775,151.21",-33.867777777777775,151.21
Syrien,Syria,Q858,"35.216667,38.583333",35.216667,38.583333
Syrien (?) [...],Syria,Q858,"35.216667,38.583333",35.216667,38.583333
Tahiti,Tahiti,Q42000,"-17.666666666667,-149.46666666667",-17.666666666667,-149.46666666667
Taiwan (Formosa),Republic of Formosa,Q319881,,,
Takaoka (Japan),Takaoka,Q502988,"36.75405555555555,137.02566666666667",36.75405555555555,137.02566666666667
Tami-Insel,Tami Islands,Q779262,"-6.6,147.85",-6.6,147.85
,,,"-6.7563888888889,147.92083333333",-6.7563888888889,147.92083333333
Tananarivo (Madagaskar),Antananarivo,Q3915,"-18.91,47.525",-18.91,47.525
Tanga,Tanga,Q152902,"-5.0666666666667,39.1",-5.0666666666667,39.1
Tanger (Marokko),Tangier,Q126148,"35.776666666666664,-5.803888888888888",35.776666666666664,-5.803888888888888
Tansania,Tanzania,Q924,"-6.3069444444444445,34.85388888888889",-6.3069444444444445,34.85388888888889
Tansania (?),Tanzania,Q924,"-6.3069444444444445,34.85388888888889",-6.3069444444444445,34.85388888888889
Tapiau (Ostpreußen),Gvardeysk,Q5668,"54.65,21.066666666667",54.65,21.066666666667
Taquara de mundo novo (Rio Grande do Sul),Taquara,Q967715,"-29.650833333333,-50.780833333333",-29.650833333333,-50.780833333333
Tarija (Bolivien),Tarija,Q35004,"-21.53388888888889,-64.73416666666667",-21.53388888888889,-64.73416666666667
Tarnopol/Ternopol (Ukraine),Ternopil,Q156743,"49.566666666667,25.6",49.566666666667,25.6
Tarnowitz,Tarnowskie Góry,Q329833,"50.445277777777775,18.86138888888889",50.445277777777775,18.86138888888889
Tarnowitz (?),Tarnowskie Góry,Q329833,"50.445277777777775,18.86138888888889",50.445277777777775,18.86138888888889
Taschkent,Tashkent,Q269,"41.31111111111111,69.27972222222222",41.31111111111111,69.27972222222222
Tasmanien (Australien),Tasmania,Q34366,"-42,147",-42,147
Teheran,Tehran,Q3616,"35.68888888888889,51.389722222222225",35.68888888888889,51.389722222222225
Tehuantepec (Mexiko),Tehuantepec,Q21808753,"32.550027777778,-115.02994444444",32.550027777778,-115.02994444444
,,,"32.55083333333333,-115.02972222222222",32.55083333333333,-115.02972222222222
Telok-Betong,Telok,Q19743953,"-1.450316117711204,113.13175992439895",-1.450316117711204,113.13175992439895
Tempelhof (bei Berlin),Tempelhof,Q363830,"52.4667,13.3833",52.4667,13.3833
Teneriffa,Tenerife,Q40846,"28.268611111111,-16.605555555556",28.268611111111,-16.605555555556
Tentsin (China),Tianjin,Q11736,"39.146666666667,117.20555555556",39.146666666667,117.20555555556
Teotihuacan (Mexiko),Teotihuacan Municipality,Q3844591,"19.68,-98.87",19.68,-98.87
Teotihuacán (Mexiko),Teotihuacan Municipality,Q3844591,"19.68,-98.87",19.68,-98.87
Teplitz,Teplice,Q146342,"50.633333333333,13.816666666667",50.633333333333,13.816666666667
Tervuren (Belgien),Tervuren,Q31550469,"50.82364,4.51852",50.82364,4.51852
Tete,Tete,Q388242,"-16.157916666667,33.589805555556",-16.157916666667,33.589805555556
Tetschen (Österreich),Děčín,Q146307,"50.773611111111,14.196111111111",50.773611111111,14.196111111111
Texas (Vereinigte Staaten USA),Texas,Q1439,"31,-100",31,-100
Təbriz (Täbriz),Tabriz,Q80053,"38.07388888888889,46.29611111111111",38.07388888888889,46.29611111111111
Təbriz (Täbriz) (Persien),Tabriz,Q80053,"38.07388888888889,46.29611111111111",38.07388888888889,46.29611111111111
Thailand,Thailand,Q869,"14,101",14,101
Tharandt,Tharandt,Q8245,"50.983333333333,13.580833333333",50.983333333333,13.580833333333
Tharandt (Sachsen),Tharandt,Q8245,"50.983333333333,13.580833333333",50.983333333333,13.580833333333
"Thonghat (Tongkah, Tongkat) (Siam)",Kuala Langat,Q2219254,"2.83333333,101.5",2.83333333,101.5
Thorn,Toruń,Q47554,"53.016666666667,18.616666666667",53.016666666667,18.616666666667
,,,"53.0144,18.6014",53.0144,18.6014
Tianjin und Beijing (Peking) (China) [...],Tianjin,Q11736,"39.146666666667,117.20555555556",39.146666666667,117.20555555556
Tianjin/und oder Shanghai*,Shanghai,Q8686,"31.232222222222223,121.46916666666667",31.232222222222223,121.46916666666667
Tibet,Tibet,Q17252,"29.65,91.1",29.65,91.1
Tientsin (China),Tianjin,Q11736,"39.146666666667,117.20555555556",39.146666666667,117.20555555556
Tientsin (China) [...],Tianjin,Q11736,"39.146666666667,117.20555555556",39.146666666667,117.20555555556
Tilcara (Argentinien),Tilcara Department,Q948101,"-23.57388889,-65.39361111",-23.57388889,-65.39361111
Tilsit,Sovetsk,Q5647,"55.08083333333333,21.886388888888888",55.08083333333333,21.886388888888888
Timor,Timor,Q83067,"-9.083333333333334,125.08333333333333",-9.083333333333334,125.08333333333333
,,,"-9.712225,124.354636111111",-9.712225,124.354636111111
"Tinwalde, Kr. Löbau (Westpreußen)",Löbau,Q156768,"51.094444444444,14.666666666667",51.094444444444,14.666666666667
Togo,Togoland,Q161062,"6.272,1.187",6.272,1.187
Togo (Hinterland) [...],Togoland,Q161062,"6.272,1.187",6.272,1.187
Tokai (Japan),Tōkai-shi,Q622620,"35.02305555555556,136.90219444444443",35.02305555555556,136.90219444444443
Tokio,Tokyo,Q1490,"35.68944444444445,139.69166666666666",35.68944444444445,139.69166666666666
Tokio (Tôkyô) (Japan),Tokyo,Q1490,"35.68944444444445,139.69166666666666",35.68944444444445,139.69166666666666
Tokyo,Tokyo,Q1490,"35.68944444444445,139.69166666666666",35.68944444444445,139.69166666666666
Tonga,Tonga,Q678,"-20.587778,-174.810278",-20.587778,-174.810278
Tongwe Mseguha [...],Kigoma Region,Q747943,"-5,30",-5,30
Tonkin (Vietnam),Tonkin,Q622778,"21,106",21,106
Torgau,Torgau,Q12062,"51.560277777778,13.005555555556",51.560277777778,13.005555555556
Tosari (Java),Tosari,Q3551729,"-6.955,110.215",-6.955,110.215
Transvaal,Transvaal Province,Q190959,"-25,30",-25,30
Transvaal (Südafrika),Transvaal Province,Q190959,"-25,30",-25,30
Transvaal-Middelburg (Südafrika),Middelburg,Q1931836,"-25.768055555555556,29.454722222222223",-25.768055555555556,29.454722222222223
Trebbin (Prov. Brandenburg),Trebbin,Q570114,"52.214155,13.212382",52.214155,13.212382
Treptow,Treptow,Q677833,"52.484167,13.479444",52.484167,13.479444
Treuen (Mecklenburg-Vorpommern),Sassen-Trantow,Q667633,"54,13.183333333333",54,13.183333333333
Triebes bei Gera (Thüringen),Triebes,Q826545,"50.686111,12.023333",50.686111,12.023333
Triest,Trieste,Q546,"45.65027777777778,13.770277777777778",45.65027777777778,13.770277777777778
Tring (England ?),Tring,Q10999,"51.79397,-0.66058",51.79397,-0.66058
Troizkosafsk (Troitzkosawsk/Sibirien),Kyakhta,Q156337,"50.35,106.45",50.35,106.45
Tromsø,Tromsø,Q25547902,,,
Trondheim (Norwegen),Trondheim,Q25804,"63.44,10.4",63.44,10.4
Truck,Chuuk,Q221684,"7.4166666666667,151.78333333333",7.4166666666667,151.78333333333
,,,"7.454,151.805",7.454,151.805
Trujillo (Peru),Trujillo,Q214173,"-8.1119444444444,-79.028888888889",-8.1119444444444,-79.028888888889
Tschad (Chad),Chad,Q657,"15.466667,19.4",15.466667,19.4
Tschadseegebiet [...],Lake Chad,Q125309,"13.099263031281719,14.504634512569485",13.099263031281719,14.504634512569485
Tscheidt (Landkreis Ratibor / Oberschlesien),Maciowakrze,Q1882838,"50.1875,18.031944444444",50.1875,18.031944444444
Tsi-nanfu (China),Jinan,Q170247,"36.666666666667,116.98333333333",36.666666666667,116.98333333333
Tsinanfu (China),Jinan,Q170247,"36.666666666667,116.98333333333",36.666666666667,116.98333333333
Tsingtau (Qingdao),Qingdao,Q170322,"36.116666666667,120.4",36.116666666667,120.4
Tübingen,Tübingen,Q3806,"48.52,9.0555555555556",48.52,9.0555555555556
Tübingen [...],Tübingen,Q3806,"48.52,9.0555555555556",48.52,9.0555555555556
Tübingen-Bebenhausen,Bebenhausen,Q458237,"48.559722222222,9.06",48.559722222222,9.06
Tuchel,Tuchola,Q325910,"53.58808333333333,17.85902777777778",53.58808333333333,17.85902777777778
Tucson (Arizona),Tucson,Q18575,"32.221666666667,-110.92638888889",32.221666666667,-110.92638888889
Tucumán (Argentinien) [...],Tucumán Province,Q44829,"-27,-65.5",-27,-65.5
Tumaco,Tumaco,Q23730827,"1.79112,-78.79275",1.79112,-78.79275
Tunis,Tunis,Q3572,"36.800833333333,10.18",36.800833333333,10.18
Tunis [...],Tunis,Q3572,"36.800833333333,10.18",36.800833333333,10.18
Türkei,Turkey,Q43,"39,36",39,36
Turkmenistan,Turkmenistan,Q874,"39,60",39,60
Überlingen am Bodensee,Überlingen,Q332952,"47.766666666666666,9.165",47.766666666666666,9.165
Uelzen,Uelzen,Q15989,"52.964722222222,10.565833333333",52.964722222222,10.565833333333
Uganda,Uganda,Q1036,"1.28,32.39",1.28,32.39
Uganda (?),Uganda,Q1036,"1.28,32.39",1.28,32.39
Uhehe,Hehe people,Q1261861,,,
"Ukunga, Katanga",Katanga Province,Q217242,"-9,26",-9,26
Ulm,Ulm,Q3012,"48.39841,9.99155",48.39841,9.99155
Umtali,Mutare,Q399322,"-18.972777777778,32.669444444444",-18.972777777778,32.669444444444
,,,"-18.9707,32.67086",-18.9707,32.67086
Umtali (Rhodesien) [...],Mutare,Q399322,"-18.972777777778,32.669444444444",-18.972777777778,32.669444444444
,,,"-18.9707,32.67086",-18.9707,32.67086
Upapua,Dodoma Region,Q213268,"-6.165,35.5625",-6.165,35.5625
Upsala (Schweden),Uppsala,Q25286,"59.849760548324,17.638946597524",59.849760548324,17.638946597524
Urioste (Spanien),Urioste,Q11704931,"43.31055556,-3.04",43.31055556,-3.04
Uruguay,Uruguay,Q77,"-33,-56",-33,-56
Urumiah (Persien),Urmia,Q179665,"37.548611111111114,45.0675",37.548611111111114,45.0675
Usambara,Usambara Mountains,Q671222,"-4.8,38.42",-4.8,38.42
Usambara (Ostafrika),Usambara,Q25619299,,,
Utrecht  (Niederlande),Utrecht,Q803,"52.090833333333336,5.121666666666667",52.090833333333336,5.121666666666667
Valle de Chevreuse,Vallée de Chevreuse,Q3553980,"48.7,2.0333333333333",48.7,2.0333333333333
Valparaiso,Valparaíso,Q33986,"-33.04611111111111,-71.61972222222222",-33.04611111111111,-71.61972222222222
Valparaiso (Chile),Valparaíso,Q33986,"-33.04611111111111,-71.61972222222222",-33.04611111111111,-71.61972222222222
Vancouver (British Colombia),Vancouver,Q24639,"49.26083333333333,-123.1138888888889",49.26083333333333,-123.1138888888889
Vannes (Morbihan),Vannes,Q6593,"47.655,-2.7616666666667",47.655,-2.7616666666667
Varel (Oldenburg),Varel,Q496056,"53.396944444444,8.1361111111111",53.396944444444,8.1361111111111
Vaucresson (Frankreich),Vaucresson,Q638656,"48.8425,2.1527777777778",48.8425,2.1527777777778
Vegesack,Vegesack,Q315005,"53.168611111111,8.625",53.168611111111,8.625
Vegesack (bei Bremen),Vegesack,Q315005,"53.168611111111,8.625",53.168611111111,8.625
Venezuela,Venezuela,Q717,"8,-67",8,-67
Venezuela [...],Venezuela,Q717,"8,-67",8,-67
Veracruz,Veracruz,Q60130,"19.52722222222222,-96.9225",19.52722222222222,-96.9225
Veracruz (Mexiko),Veracruz,Q173270,"19.190277777778,-96.153333333333",19.190277777778,-96.153333333333
Vereinigte Staaten (USA),United States,Q30,"39.828175,-98.5795",39.828175,-98.5795
Vereinigte Staaten (USA) [...],United States,Q30,"39.828175,-98.5795",39.828175,-98.5795
Verneuil l´Etange,Verneuil-l'Étang,Q1453274,"48.644444444444,2.8355555555556",48.644444444444,2.8355555555556
"Verwaltungsbezirk, Moschi",Moschi District,Q34351330,,,
Vevey (Schweiz),Vevey,Q68160,"46.466666666667,6.85",46.466666666667,6.85
Vicoforte,Vicoforte,Q20555,"44.366666666667,7.85",44.366666666667,7.85
Victoria (Austalien),Victoria,Q36687,"-36.854166666666664,144.2811111111111",-36.854166666666664,144.2811111111111
Victoria (Kamerun),Bezirksamt Viktoria,Q30640512,"4.00647,9.20832",4.00647,9.20832
Victoriasee (Tanzania) [...],Lake Victoria,Q5505,"-1,33",-1,33
"Victoriasee, Ukerewe (Tanzania)",Ukerewe Island,Q373323,"-2.0325,33.0075",-2.0325,33.0075
Vigan (Philippinen),Vigan,Q235004,"17.57472,120.38694",17.57472,120.38694
Vista Alegre (Brasilien),"Vista Alegre, Rio Grande do Sul",Q1774451,"-27.366944444444,-53.49",-27.366944444444,-53.49
Voerde (Westfalen),Voerde,Q14903,"51.6,6.6833333333333",51.6,6.6833333333333
Vorder-Indien,Indian subcontinent,Q60140,"22.20775,76.97021",22.20775,76.97021
Vorderindien,Indian Peninsula,Q1249523,"18,78",18,78
Vöslau (Niederösterreich),Vöslau,Q117794897,,,
"Vuatom, Neu-Pommern",New Britain,Q59771,"-5.75,150.6",-5.75,150.6
Wahrenbrück/Liebenwerda (Sachsen),Wahrenbrück,Q2540461,"51.5494,13.3631",51.5494,13.3631
Waldhausen,Waldhouse,Q22058,"49.144166666667,7.4666666666667",49.144166666667,7.4666666666667
Waldheim bei Finkenkrug,Finkenkrug,Q1417477,"52.5634,13.0425",52.5634,13.0425
Walfisch Bay (?),Walvis Bay,Q220843,"-22.949444444444,14.506944444444",-22.949444444444,14.506944444444
Waltersdorf,Waltersdorf,Q256373,"50.831388888889,11.745555555556",50.831388888889,11.745555555556
Wansee,Wannsee,Q1949,"52.4167,13.15",52.4167,13.15
Waren (Mecklenburg),Waren,Q4346,"53.516666666666666,12.683333333333334",53.516666666666666,12.683333333333334
Warmbrunn,Warmbrunn,Q98993084,,,
Warschau (Polen),Warsaw,Q270,"52.23,21.011111111111113",52.23,21.011111111111113
"Washington (Vereinigte Staaten, USA)",Washington,Q1223,"47.5,-120.5",47.5,-120.5
"Washington D.C. (Vereinigte Staaten, USA)","Washington, D.C.",Q61,"38.895,-77.036666666667",38.895,-77.036666666667
Wasiba [...],Wasiba River,Q34838449,"-5.1344444444444,142.7475",-5.1344444444444,142.7475
Wassandaui (Tanzania),Kilimatinde,Q6406979,"-5.85,34.95",-5.85,34.95
Weidasville (Pennsylvania),Weidasville,Q122552107,"40.6384288,-75.6454659",40.6384288,-75.6454659
Weilheim an der Teck,Weilheim an der Teck,Q80678,"48.615,9.5386111111111",48.615,9.5386111111111
Weimar,Weimar,Q3955,"50.98111111111111,11.329444444444444",50.98111111111111,11.329444444444444
Weimar in Thüringen,Weimar,Q3955,"50.98111111111111,11.329444444444444",50.98111111111111,11.329444444444444
Weißenbach/b. Liezen (Steiermark),Weißenbach bei Liezen,Q672041,"47.571388888889,14.201944444444",47.571388888889,14.201944444444
Weißenfels,Weißenfels,Q14815,"51.2,11.966666666667",51.2,11.966666666667
Weißenfels [...],Weißenfels,Q14815,"51.2,11.966666666667",51.2,11.966666666667
Weißer Hirsch (bei Dresden),Weisser Hirsch,Q8956,"51.063888888889,13.821388888889",51.063888888889,13.821388888889
Weißer Hirsch (Dresden) [...],Weisser Hirsch,Q8956,"51.063888888889,13.821388888889",51.063888888889,13.821388888889
Wenden (Livland),Cēsis,Q107582,"57.313055555556,25.274722222222",57.313055555556,25.274722222222
Wendisch-Tychow,Tychowo,Q2462557,"54.35305556,16.78638889",54.35305556,16.78638889
,,,"54.3524,16.78514",54.3524,16.78514
Wendisch-Tychow (Pommern),Tychowo,Q2462557,"54.35305556,16.78638889",54.35305556,16.78638889
,,,"54.3524,16.78514",54.3524,16.78514
Werder (bei Preschen),Preschen,Q19760128,"51.647623,14.658479",51.647623,14.658479
Wernigerode,Wernigerode,Q15982,"51.835,10.785277777778",51.835,10.785277777778
Wesel,Wesel,Q4011,"51.658611111111,6.6177777777778",51.658611111111,6.6177777777778
West-Brasilien,Central-West Region,Q980175,"-14.783333333333333,-53.516666666666666",-14.783333333333333,-53.516666666666666
West-Ecuador,Ecuador,Q736,"-1,-78",-1,-78
West-Grönland (nördlich),Kitaa,Q1364385,"68,-52",68,-52
West-Sumatra,West Sumatra,Q2772,"-1,100.5",-1,100.5
West-Usambara,West Usambara Mountains,Q89210009,"-4.7256,38.3821",-4.7256,38.3821
Westafrika,West Africa,Q4412,"12,3",12,3
Westafrika (Frz. Zentralafrika),French Equatorial Africa,Q271894,"-4.26666667,15.28333333",-4.26666667,15.28333333
Westafrika (Loango-Gebiet),Kingdom of Loango,Q1479630,"-4.7106,11.8378",-4.7106,11.8378
Westafrika (Tschadseeländer),Lake Chad,Q125309,"13.099263031281719,14.504634512569485",13.099263031281719,14.504634512569485
Westafrika [...],West Africa,Q4412,"12,3",12,3
"Westafrika, Angola",Portuguese Angola,Q2826232,"-12.35,17.35",-12.35,17.35
"Westafrika, Ashanti",Ashanti Region,Q398417,"6.75,-1.5",6.75,-1.5
"Westafrika, Bamum",Kingdom of Bamum,Q1629505,"5.716667,10.916667",5.716667,10.916667
"Westafrika, Benin",Benin,Q962,"8.8333333333333,2.1833333333333",8.8333333333333,2.1833333333333
"Westafrika, Dahome",Dahomey,Q468814,"7.1855555555556,1.9880555555556",7.1855555555556,1.9880555555556
"Westafrika, Elfenbeinküste",Ivory Coast,Q1008,"8,-6",8,-6
"Westafrika, Französisch-Kongo, Kongo-Staat",French Congo,Q265319,"-1,16",-1,16
"Westafrika, Kamerun",Kamerun,Q668294,"4.0369,9.6858",4.0369,9.6858
"Westafrika, Kamerun, Kongo",Kamerun,Q668294,"4.0369,9.6858",4.0369,9.6858
"Westafrika, Liberia, Cap Palmas",Cape Palmas,Q1034489,"4.3761111111111,-7.7169444444444",4.3761111111111,-7.7169444444444
,,,"4.36895,-7.7289",4.36895,-7.7289
"Westafrika, Loango",Kingdom of Loango,Q1479630,"-4.7106,11.8378",-4.7106,11.8378
"Westafrika, Mittlerer Sudan",Sudan,Q1049,"15,32",15,32
"Westafrika, Tikar",Tikare Department,Q998051,"13.29138889,-1.72611111",13.29138889,-1.72611111
"Westafrika, Uelle-Gebiet",Uele,Q171436,"4.15,22.433333333333",4.15,22.433333333333
,,,"3.6167,28.5667",3.6167,28.5667
,,,"4.1194,22.4353",4.1194,22.4353
Westafrika?,West Africa,Q4412,"12,3",12,3
Westbrasilien,Brazil,Q155,"-14,-53",-14,-53
Westend,Westend,Q514540,"50.118055555556,8.6633333333333",50.118055555556,8.6633333333333
Westerville (New York),Westerville,Q2233932,"40.1236,-82.9214",40.1236,-82.9214
westlicher Teil von Kambodscha [...],Cambodia,Q424,"12.5,105",12.5,105
Wien,Vienna,Q1741,"48.208333333333336,16.3725",48.208333333333336,16.3725
Wien (Kaisertum Österreich),Vienna,Q1741,"48.208333333333336,16.3725",48.208333333333336,16.3725
Wien (Österreich),Vienna,Q1741,"48.208333333333336,16.3725",48.208333333333336,16.3725
Wien (Österreich) [...],Vienna,Q1741,"48.208333333333336,16.3725",48.208333333333336,16.3725
Wien [...],Vienna,Q1741,"48.208333333333336,16.3725",48.208333333333336,16.3725
Wiesbaden,Wiesbaden,Q1721,"50.0825,8.24",50.0825,8.24
Wiesbaden [...],Wiesbaden,Q1721,"50.0825,8.24",50.0825,8.24
Wiesentheid (Unterfranken),Wiesentheid,Q108821757,"49.78921111111111,10.341288888888888",49.78921111111111,10.341288888888888
Wilhelmshafen,Wilhelmshaven,Q3857,"53.52861111111111,8.105555555555556",53.52861111111111,8.105555555555556
Wilhelmshaven,Wilhelmshaven,Q3857,"53.52861111111111,8.105555555555556",53.52861111111111,8.105555555555556
Willmersdorf bei Berlin,Wilmersdorf,Q693628,"52.483333333333,13.316666666667",52.483333333333,13.316666666667
Wilmersdorf,Wilmersdorf,Q693628,"52.483333333333,13.316666666667",52.483333333333,13.316666666667
Wilmersdorf (bei Berlin),Wilmersdorf,Q693628,"52.483333333333,13.316666666667",52.483333333333,13.316666666667
Wilmersdorf [...],Wilmersdorf,Q693628,"52.483333333333,13.316666666667",52.483333333333,13.316666666667
Wilmersdorf-Halensee,Halensee,Q651009,"52.498083,13.296278",52.498083,13.296278
Wilna,Vilnius,Q216,"54.687222222222225,25.28",54.687222222222225,25.28
Wimbledon,Wimbledon,Q736742,"51.4235,-0.2171",51.4235,-0.2171
Wimbledon (Großbritannien),Wimbledon,Q736742,"51.4235,-0.2171",51.4235,-0.2171
Windhoek,Windhoek,Q3935,"-22.57,17.083611111111",-22.57,17.083611111111
Windhoek (Deutsch-Südwestafrika),Windhoek,Q3935,"-22.57,17.083611111111",-22.57,17.083611111111
Windhoek (Namibia),Windhoek,Q3935,"-22.57,17.083611111111",-22.57,17.083611111111
Windhuk,Windhoek,Q3935,"-22.57,17.083611111111",-22.57,17.083611111111
Winterstein (in Thüringen ?),Winterstein,Q1631539,"50.885,10.4567",50.885,10.4567
Wirballen (Kybartai),Virbalis,Q1024673,"54.624272222222,22.818061111111",54.624272222222,22.818061111111
Wismar,Wismar,Q7030,"53.8925,11.465",53.8925,11.465
Wito (Ostafrika),Wituland,Q705598,,,
Wittgensdorf,Wittgensdorf,Q1069559,"50.8817,12.8694",50.8817,12.8694
,,,"50.88316,12.87031",50.88316,12.87031
Wittislingen,Wittislingen,Q517577,"48.616666666667,10.416666666667",48.616666666667,10.416666666667
Witzenhausen [...],Witzenhausen,Q564827,"51.341666666667,9.8569444444444",51.341666666667,9.8569444444444
Wladikawkas,Vladikavkaz,Q5239,"43.04,44.6775",43.04,44.6775
Wladiwostok,Vladivostok,Q959,"43.115,131.8852777777778",43.115,131.8852777777778
Wladiwostok (?),Vladivostok,Q959,"43.115,131.8852777777778",43.115,131.8852777777778
Wollin,Wolin,Q1862,"53.841388888889,14.611388888889",53.841388888889,14.611388888889
Wolsier (Westhavelland),Wolsier,Q51656085,"52.71565,12.26614",52.71565,12.26614
Woltorf bei Peine (?) [...],Woltorf,Q1248137,"52.306111111111,10.315555555556",52.306111111111,10.315555555556
Woodlark-Insel,Woodlark Island,Q1304737,"-9.126388888888888,152.7722222222222",-9.126388888888888,152.7722222222222
Wreschen,Września,Q52902,"52.325,17.565",52.325,17.565
Wuppertal-Barmen,Barmen,Q153974,"51.266666666667,7.2",51.266666666667,7.2
Würzburg,Würzburg,Q2999,"49.794444444444,9.9294444444444",49.794444444444,9.9294444444444
Würzburg [...],Würzburg,Q2999,"49.794444444444,9.9294444444444",49.794444444444,9.9294444444444
Wurzen,Wurzen,Q10784,"51.366667,12.733333",51.366667,12.733333
Yaguarazapa (Paraguay) [...],Itapúa Department,Q222564,"-27.333333333333,-55.883333333333",-27.333333333333,-55.883333333333
Yap,Yap,Q209638,"9.5333333333333,138.11666666667",9.5333333333333,138.11666666667
"Yap, April 1906 - März 1907, 1909 [...]",Yap,Q209638,"9.5333333333333,138.11666666667",9.5333333333333,138.11666666667
Yaunde,Yaoundé,Q3808,"3.8577777777778,11.518055555556",3.8577777777778,11.518055555556
Yenangyoung (Burma),Yenangyaung,Q1185041,"20.458261111111,94.873180555556",20.458261111111,94.873180555556
Yokohama,Yokohama,Q38283,"35.433333333333,139.65",35.433333333333,139.65
Yokohama (Japan),Yokohama,Q38283,"35.433333333333,139.65",35.433333333333,139.65
Yukatan,Yucatán,Q60176,"21,-89.6",21,-89.6
Zacatecas,Zacatecas,Q80269,"23.292777777778,-102.70055555556",23.292777777778,-102.70055555556
Zanzibar,Zanzibar Islands,Q1774,"-5.9,39.3",-5.9,39.3
Zavod,Závod,Q247102,"48.54722222,17.03055556",48.54722222,17.03055556
Zeitz,Zeitz,Q16087,"51.0491637,12.1349991",51.0491637,12.1349991
Zentral-Australien,Central Australia,Q18103669,"-23.7,133.87",-23.7,133.87
Zentral-Brasilien,Brazil,Q155,"-14,-53",-14,-53
Zentral-Brasilien [...],Brazil,Q155,"-14,-53",-14,-53
